seine_date,site,zone,fish_spp,lep_co,lep_total,cal_total,lat,long,year,month,day,lep_motiles,lep_chal,if (...) NULL
17-Apr-10,Arthur Island,NA,Chum,NA,0,0,NA,NA,2010,4,17,0,0,Arthur Island
17-Apr-10,Arthur Island,NA,Pink,NA,0,0,NA,NA,2010,4,17,0,0,Arthur Island
17-Apr-10,Arthur Island,NA,Pink,NA,0,0,NA,NA,2010,4,17,0,0,Arthur Island
17-Apr-10,Arthur Island,NA,Chum,NA,0,0,NA,NA,2010,4,17,0,0,Arthur Island
17-Apr-10,Arthur Island,NA,Pink,NA,0,0,NA,NA,2010,4,17,0,0,Arthur Island
17-Apr-10,Arthur Island,NA,Chum,NA,0,0,NA,NA,2010,4,17,0,0,Arthur Island
17-Apr-10,Arthur Island,NA,Pink,NA,0,0,NA,NA,2010,4,17,0,0,Arthur Island
17-Apr-10,Arthur Island,NA,Chum,NA,0,0,NA,NA,2010,4,17,0,0,Arthur Island
17-Apr-10,Arthur Island,NA,Chum,NA,0,0,NA,NA,2010,4,17,0,0,Arthur Island
10-May-10,Marys Cove,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,1,0,NA,NA,2010,5,10,0,1,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,1,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,2,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,1,0,NA,NA,2010,5,10,0,1,Marys Cove
10-May-10,Marys Cove,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Marys Cove
10-May-10,Marys Cove,NA,Pink,NA,0,1,NA,NA,2010,5,10,0,0,Marys Cove
15-May-10,Carter Bay,NA,Chum,NA,3,0,NA,NA,2010,5,15,0,3,Carter Bay
15-May-10,Carter Bay,NA,Pink,1,2,0,NA,NA,2010,5,15,1,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,0,0,NA,NA,2010,5,15,0,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,1,0,NA,NA,2010,5,15,1,0,Carter Bay
15-May-10,Carter Bay,NA,Chum,NA,0,0,NA,NA,2010,5,15,0,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,1,0,NA,NA,2010,5,15,1,0,Carter Bay
15-May-10,Carter Bay,NA,Chum,1,1,0,NA,NA,2010,5,15,0,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,1,0,NA,NA,2010,5,15,1,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,0,0,NA,NA,2010,5,15,0,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,0,1,NA,NA,2010,5,15,0,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,2,0,NA,NA,2010,5,15,1,1,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,0,0,NA,NA,2010,5,15,0,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,0,0,NA,NA,2010,5,15,0,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,1,1,NA,NA,2010,5,15,0,1,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,2,0,NA,NA,2010,5,15,0,2,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,2,1,NA,NA,2010,5,15,2,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,1,1,NA,NA,2010,5,15,0,1,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,1,0,NA,NA,2010,5,15,1,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,0,0,NA,NA,2010,5,15,0,0,Carter Bay
15-May-10,Carter Bay,NA,Chum,NA,0,1,NA,NA,2010,5,15,0,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,1,2,0,NA,NA,2010,5,15,1,0,Carter Bay
15-May-10,Carter Bay,NA,Chum,1,2,0,NA,NA,2010,5,15,0,1,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,1,0,NA,NA,2010,5,15,1,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,NA,1,0,NA,NA,2010,5,15,1,0,Carter Bay
15-May-10,Carter Bay,NA,Pink,2,4,0,NA,NA,2010,5,15,2,0,Carter Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Chum,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
05-May-10,Suzy Bay,NA,Pink,NA,0,0,NA,NA,2010,5,5,0,0,Suzy Bay
27-Apr-10,Jackson Pass,NA,Chum,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Chum,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Chum,NA,2,1,NA,NA,2010,4,27,2,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,1,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Chum,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,1,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Chum,NA,0,1,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,1,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,1,0,NA,NA,2010,4,27,0,1,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
27-Apr-10,Jackson Pass,NA,Pink,NA,0,0,NA,NA,2010,4,27,0,0,Jackson Pass
06-May-10,Goat Cove,NA,Chum,NA,1,0,NA,NA,2010,5,6,0,1,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Pink,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,2,1,NA,NA,2010,5,6,0,2,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Pink,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Pink,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Pink,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,1,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Pink,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,1,0,NA,NA,2010,5,6,0,1,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Pink,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,2,0,NA,NA,2010,5,6,0,2,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,2,0,NA,NA,2010,5,6,0,2,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,1,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Pink,NA,0,1,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Chum,NA,2,0,NA,NA,2010,5,6,0,2,Goat Cove
06-May-10,Goat Cove,NA,Pink,1,1,0,NA,NA,2010,5,6,0,0,Goat Cove
06-May-10,Goat Cove,NA,Pink,NA,0,0,NA,NA,2010,5,6,0,0,Goat Cove
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Chum,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,2,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,1,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Chum,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,1,0,NA,NA,2010,5,25,0,1,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,1,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Chum,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
25-May-10,Upper Laredo,NA,Pink,NA,0,0,NA,NA,2010,5,25,0,0,Upper Laredo
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,1,0,NA,NA,2010,5,11,1,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,1,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,1,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,2,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,1,1,NA,NA,2010,5,11,0,1,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,1,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,5,11,0,0,Meyers Pass
11-May-10,Meyers Pass,NA,Pink,NA,2,0,NA,NA,2010,5,11,2,0,Meyers Pass
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Chum,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
28-Apr-10,Windy Bay,NA,Pink,NA,0,0,NA,NA,2010,4,28,0,0,Windy Bay
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Chum,NA,0,1,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Chum,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
10-May-10,Hird Point,NA,Pink,NA,0,0,NA,NA,2010,5,10,0,0,Hird Point
26-Apr-10,Meyers Pass,NA,Chum,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,0,1,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,1,0,NA,NA,2010,4,26,0,1,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,1,0,NA,NA,2010,4,26,0,1,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,1,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,1,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Chum,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
26-Apr-10,Meyers Pass,NA,Pink,NA,0,0,NA,NA,2010,4,26,0,0,Meyers Pass
3-May-10,Kynoch,NA,Chum,NA,0,0,NA,NA,2010,5,3,0,0,Kynoch
3-May-10,Kynoch,NA,Pink,NA,0,0,NA,NA,2010,5,3,0,0,Kynoch
3-May-10,Kynoch,NA,Chum,NA,0,0,NA,NA,2010,5,3,0,0,Kynoch
3-May-10,Kynoch,NA,Pink,NA,0,0,NA,NA,2010,5,3,0,0,Kynoch
3-May-10,Kynoch,NA,Pink,NA,0,0,NA,NA,2010,5,3,0,0,Kynoch
3-May-10,Kynoch,NA,Pink,NA,0,0,NA,NA,2010,5,3,0,0,Kynoch
3-May-10,Kynoch,NA,Pink,NA,1,0,NA,NA,2010,5,3,1,0,Kynoch
3-May-10,Kynoch,NA,Pink,NA,0,0,NA,NA,2010,5,3,0,0,Kynoch
3-May-10,Kynoch,NA,Pink,NA,0,0,NA,NA,2010,5,3,0,0,Kynoch
3-May-10,Kynoch,NA,Chum,NA,0,0,NA,NA,2010,5,3,0,0,Kynoch
