site_name,brood_year,lat,long,site_num
CANOONA RIVER,2008,53.0733255516754,-128.568263090691,1838
CARTER RIVER,2008,52.8391798523202,-128.375394618213,1017
CRAB RIVER,2008,53.5666170047312,-128.764504232105,1038
DALA RIVER,2008,53.8484527502283,-128.514099126165,1045
DOME CREEK,2008,53.1429423421042,-128.475081397695,1022
DUTHIE CREEK,2008,52.7787463818556,-128.279702941745,1836
EAST ARM CREEK,2008,53.1582184238227,-128.893460666827,1871
EVELYN CREEK,2008,53.5842848283357,-128.955547923093,1906
FOCH RIVER,2008,53.8323824989254,-129.09278167809,1083
GREEN RIVER,2008,52.996198934554,-128.37825705121,1018
GREEN RIVER,2008,52.3305207356973,-127.454150883794,1799
GRIBBLE ISLAND CREEK,2008,53.3573284909091,-129.138339380643,1904
HAWKSBURY ISLAND CREEK,2008,53.4924759953909,-129.102889287723,3553
HOTSPRING CREEK,2008,53.4494549833739,-128.553045492751,1037
HUGH CREEK,2008,53.7266958262585,-128.77650488061,1041
JAMES BAY CREEK,2008,52.7188332210951,-128.224110509928,1833
KAINET CREEK,2008,52.7564471011966,-127.877191244144,1010
KEMANO RIVER,2008,53.483939419048,-128.124810984649,1034
KHUTZE RIVER,2008,53.0852436775182,-128.412168857154,1021
KIHESS CREEK,2008,53.6610397111103,-129.194900015676,1084
KILTUISH RIVER,2008,53.3218597399907,-128.466639337559,1030
KITKIATA CREEK,2008,53.6385528604189,-129.272319609175,1085
KLEKANE RIVER,2008,53.2463705696629,-128.686110204928,1026
LARD CREEK,2008,52.735383539551,-127.825586413584,1009
LEE CREEK,2008,52.5129505194377,-127.832028677145,992
LITTLE TILLHORN CREEK,2008,53.5517444603557,-129.168315670656,1909
MARMOT COVE CREEK,2008,53.1722511281066,-128.629282124049,1024
MUSSEL RIVER,2008,52.9205763158124,-128.032495939088,1015
NIAS CREEK,2008,52.9233220941439,-128.743834226502,1852
PARIL RIVER,2008,53.4884310234706,-128.765916896797,1029
QUAAL RIVER,2008,53.6481948693458,-129.303406745887,1086
QUARTCHA CREEK,2008,52.5153859812471,-127.841548809298,993
RIORDAN CREEK,2008,53.4336903499642,-128.958473230685,1905
SCOW BAY CREEK,2008,53.2241635564665,-128.662550075594,1025
SODA CREEK,2008,52.8343916393975,-128.549082681687,1839
WAHOO CREEK,2008,53.4920814609271,-128.119188266933,1035
WEEWANIE CREEK,2008,53.6908940454927,-128.78612877621,1040
WEST ARM CREEK,2008,53.1377681213758,-128.977444734323,1870
WHALEN CREEK,2008,53.2463199253633,-129.071472254647,1872
WINDY BAY CREEK,2008,52.7753368358132,-128.203339034235,1837
HOTSPRING CREEK,2008,54.3652173450191,-128.549869125966,512
CANYON CREEK,2008,54.8235751243978,-127.150819583464,553
GREEN RIVER,2008,50.3020300863252,-122.722018795587,201
LIMESTONE CREEK,2008,52.7343832082705,-120.88236937431,2834
CHAMISS CREEK,2009,50.0791703907892,-127.288900630707,1422
EAGLE CREEK,2009,49.3536173530067,-123.268250064664,701
LAGOON CREEK,2009,52.9370681344608,-131.967588771934,1588
WINDY BAY CREEK,2009,52.692608357982,-131.458063293533,1709
BISH CREEK,2009,50.5126071128819,-127.734111659177,1474
ANDERSON CREEK,2009,49.6404758319326,-123.987583453276,2615
DOME CREEK,2009,53.7548562980069,-121.022675567587,163
GOAT RIVER,2009,53.5326806466537,-120.559712746848,169
LEE CREEK,2009,51.009163461574,-127.194214450817,439
RAINBOW CREEK,2009,51.1342418889905,-126.720256086952,899
BARNARD CREEK,2009,53.0529948883172,-129.119624635793,1869
BEALE'S LAGOON CREEK,2009,52.1832830524092,-127.982727821764,1803
BLACK ROCK CREEK,2009,53.19763613729,-129.314865778186,1900
BLEE CREEK,2009,52.744788899875,-128.724587363858,1843
BLOOMFIELD CREEK,2009,52.8570636052279,-128.682263296488,1844
BORROWMAN CREEK,2009,52.7373630008722,-129.263418725261,1890
BULLOCK CHANNEL #2 CREEK,2009,52.402679642461,-128.077143469078,2689
CANYON CREEK,2009,52.6643453512386,-128.215620939465,1834
CHAMISS CREEK,2009,52.4879954870416,-128.10812921497,998
CLATSE CREEK,2009,52.3357190521707,-127.837934677419,989
CRANE BAY CREEK,2009,53.2329180805699,-129.293656848506,1902
EAGLE CREEK,2009,52.6753799996009,-129.175073338797,1887
FANNIE COVE LEFT HAND CREEK,2009,52.0439113325627,-128.068542026954,2687
FLUX CREEK,2009,52.6066092054173,-129.122995973677,1883
GIL CREEK,2009,53.1057048623277,-129.207811740518,1897
GOAT BUSHU CREEK,2009,52.2085015367676,-127.883158980877,987
GORILLA CREEK,2009,52.7114766958384,-128.316691515766,1825
HARTLEY BAY CREEK,2009,53.4259597044761,-129.252727408202,1090
HIRD POINT CREEK,2009,52.5692822173898,-128.232015366148,1008
KADJUSDIS RIVER,2009,52.1533433089102,-128.04397520282,1800
KISKOSH CREEK,2009,53.5766823473423,-129.349232370604,1087
KITASU CREEK,2009,52.5879578346521,-128.523423684647,1820
KWAKUSDIS RIVER,2009,52.301114999117,-128.118809734568,1813
LAGOON CREEK,2009,53.373882041322,-129.428342093335,1911
LAGOON CREEK,2009,52.6026414456055,-128.441579083942,1829
LITTLE CREEK,2009,52.6890937836426,-128.582315360237,1840
MISSED CREEK,2009,53.5036844985782,-129.281457218191,1088
NEEKAS CREEK,2009,52.4738829818417,-128.161432177233,999
POWLES CREEK,2009,52.7028815428567,-128.742462055279,1842
PRICE CREEK,2009,52.4705858621984,-128.733722445166,1817
QUIGLEY CREEK,2009,52.6544212850719,-128.734868559071,1841
SALLY CREEK,2009,52.208065708995,-128.074903940686,1804
SALMON BAY CREEK,2009,52.4823840845309,-128.195756747822,1007
TANKEEAH RIVER,2009,52.3058732621969,-128.257773494866,1001
TURN CREEK,2009,53.2243571612755,-129.30254081048,1901
TURTLE CREEK,2009,53.3211606745329,-129.279866304512,1903
WEBSTER LAKE CREEK,2009,52.2838080214988,-127.989692225168,1807
AALTANHASH RIVER,2009,53.146559906844,-128.477472973342,1023
ANDERSON CREEK,2009,54.0151181797292,-128.682019811456,1077
ANGLER COVE CREEK,2009,53.3170461913762,-128.883592058261,1027
BIG BAY CREEK,2009,52.7887187395673,-127.993456375527,1012
BIG CREEK,2009,52.759867117172,-127.885509817499,1011
BIG TILLHORN CREEK,2009,53.5807342422235,-129.179397129091,1910
BISH CREEK,2009,53.9231459269673,-128.738164914189,1080
BOLIN BAY CREEK,2009,52.8373412210321,-128.225157577342,1016
BRIM RIVER,2009,53.5118273073412,-128.365565958899,1036
CANOONA RIVER,2009,53.0733255516754,-128.568263090691,1838
CARTER RIVER,2009,52.8391798523202,-128.375394618213,1017
CECIL CREEK,2009,54.2004704954426,-128.575974828979,1071
CHIST CREEK,2009,54.2530850729024,-128.496542520036,1072
CRAB RIVER,2009,53.5666170047312,-128.764504232105,1038
DALA RIVER,2009,53.8484527502283,-128.514099126165,1045
DALLY CREEK,2009,52.885809853999,-128.664679889507,1846
DOME CREEK,2009,53.1429423421042,-128.475081397695,1022
DUTHIE CREEK,2009,52.7787463818556,-128.279702941745,1836
EAGLE BAY CREEK,2009,53.7992123003166,-128.708890821401,1042
EAST ARM CREEK,2009,53.1582184238227,-128.893460666827,1871
EMSLEY CREEK,2009,53.9023663550384,-128.794882557711,1081
EVELYN CREEK,2009,53.5842848283357,-128.955547923093,1906
FIFER COVE CREEK,2009,52.8561720553342,-128.681348796045,1845
FOCH RIVER,2009,53.8323824989254,-129.09278167809,1083
GOAT RIVER,2009,53.360762295905,-128.846703575676,1028
GREEN RIVER,2009,52.996198934554,-128.37825705121,1018
GREEN RIVER,2009,52.3305207356973,-127.454150883794,1799
GRIBBLE ISLAND CREEK,2009,53.3573284909091,-129.138339380643,1904
HAWKSBURY ISLAND CREEK,2009,53.4924759953909,-129.102889287723,3553
HIRSCH CREEK,2009,54.0902379850358,-128.642465542537,1054
HOTSPRING CREEK,2009,53.4494549833739,-128.553045492751,1037
HUGH CREEK,2009,53.7266958262585,-128.77650488061,1041
HUMPHRYS CREEK,2009,54.1832290177095,-128.572427131685,1068
JAMES BAY CREEK,2009,52.7188332210951,-128.224110509928,1833
KAINET CREEK,2009,52.7564471011966,-127.877191244144,1010
KEMANO RIVER,2009,53.483939419048,-128.124810984649,1034
KHUTZE RIVER,2009,53.0852436775182,-128.412168857154,1021
KIHESS CREEK,2009,53.6610397111103,-129.194900015676,1084
KILDALA RIVER,2009,53.821982588921,-128.491424608905,1044
KILTUISH RIVER,2009,53.3218597399907,-128.466639337559,1030
KITKIATA CREEK,2009,53.6385528604189,-129.272319609175,1085
KLEKANE RIVER,2009,53.2463705696629,-128.686110204928,1026
KORICH CREEK,2009,52.8321015613233,-128.123243483674,1013
LARD CREEK,2009,52.735383539551,-127.825586413584,1009
LEE CREEK,2009,52.5129505194377,-127.832028677145,992
LITTLE TILLHORN CREEK,2009,53.5517444603557,-129.168315670656,1909
LITTLE WEDEENE RIVER,2009,54.1217655136711,-128.618587494703,1057
MARMOT COVE CREEK,2009,53.1722511281066,-128.629282124049,1024
MARSHALL CREEK,2009,53.0870179085439,-128.510432397968,1020
MUSSEL RIVER,2009,52.9205763158124,-128.032495939088,1015
NIAS CREEK,2009,52.9233220941439,-128.743834226502,1852
PARIL RIVER,2009,53.4884310234706,-128.765916896797,1029
QUAAL RIVER,2009,53.6481948693458,-129.303406745887,1086
QUARTCHA CREEK,2009,52.5153859812471,-127.841548809298,993
RAINBOW CREEK,2009,52.4516767717227,-127.728136003545,990
RIORDAN CREEK,2009,53.4336903499642,-128.958473230685,1905
ROSCOE CREEK,2009,52.4751833412301,-127.743248965801,991
SCOW BAY CREEK,2009,53.2241635564665,-128.662550075594,1025
VERNEY PASSAGE CREEK,2009,53.5684461855044,-128.997465435609,1907
WAHOO CREEK,2009,53.4920814609271,-128.119188266933,1035
WATHL CREEK,2009,53.9788698283877,-128.651582105229,1046
WEEWANIE CREEK,2009,53.6908940454927,-128.78612877621,1040
WHALEN CREEK,2009,53.2463199253633,-129.071472254647,1872
WINDY BAY CREEK,2009,52.7753368358132,-128.203339034235,1837
PRICE CREEK,2009,55.0877829222523,-128.129514952312,486
HOTSPRING CREEK,2009,54.3652173450191,-128.549869125966,512
CANYON CREEK,2009,54.8235751243978,-127.150819583464,553
GREEN RIVER,2009,50.3020300863252,-122.722018795587,201
CHAMISS CREEK,2010,50.0791703907892,-127.288900630707,1422
LAGOON CREEK,2010,52.9370681344608,-131.967588771934,1588
WINDY BAY CREEK,2010,52.692608357982,-131.458063293533,1709
BISH CREEK,2010,50.5126071128819,-127.734111659177,1474
ANDERSON CREEK,2010,49.6404758319326,-123.987583453276,2615
GOAT RIVER,2010,53.5326806466537,-120.559712746848,169
LEE CREEK,2010,51.009163461574,-127.194214450817,439
BARNARD CREEK,2010,53.0529948883172,-129.119624635793,1869
BEALE'S LAGOON CREEK,2010,52.1832830524092,-127.982727821764,1803
BLACK ROCK CREEK,2010,53.19763613729,-129.314865778186,1900
BLEE CREEK,2010,52.744788899875,-128.724587363858,1843
BLOOMFIELD CREEK,2010,52.8570636052279,-128.682263296488,1844
BORROWMAN CREEK,2010,52.7373630008722,-129.263418725261,1890
BULLOCK CHANNEL #2 CREEK,2010,52.402679642461,-128.077143469078,2689
CANYON CREEK,2010,52.6643453512386,-128.215620939465,1834
CHAMISS CREEK,2010,52.4879954870416,-128.10812921497,998
CLATSE CREEK,2010,52.3357190521707,-127.837934677419,989
CRANE BAY CREEK,2010,53.2329180805699,-129.293656848506,1902
FANNIE COVE LEFT HAND CREEK,2010,52.0439113325627,-128.068542026954,2687
GIL CREEK,2010,53.1057048623277,-129.207811740518,1897
GOAT BUSHU CREEK,2010,52.2085015367676,-127.883158980877,987
HARTLEY BAY CREEK,2010,53.4259597044761,-129.252727408202,1090
HIRD POINT CREEK,2010,52.5692822173898,-128.232015366148,1008
KADJUSDIS RIVER,2010,52.1533433089102,-128.04397520282,1800
KISKOSH CREEK,2010,53.5766823473423,-129.349232370604,1087
KITASU CREEK,2010,52.5879578346521,-128.523423684647,1820
KUNSOOT RIVER,2010,52.1475296920446,-128.003274261342,1801
KWAKUSDIS RIVER,2010,52.301114999117,-128.118809734568,1813
LAGOON CREEK,2010,53.373882041322,-129.428342093335,1911
LAGOON CREEK,2010,52.6026414456055,-128.441579083942,1829
MISSED CREEK,2010,53.5036844985782,-129.281457218191,1088
NAMELESS CREEK,2010,52.4292781613843,-128.220095486578,1006
NEEKAS CREEK,2010,52.4738829818417,-128.161432177233,999
POWLES CREEK,2010,52.7028815428567,-128.742462055279,1842
PYNE CREEK,2010,52.8486123278588,-128.813083095686,1855
QUIGLEY CREEK,2010,52.6544212850719,-128.734868559071,1841
SALMON BAY CREEK,2010,52.4823840845309,-128.195756747822,1007
TOM BAY CREEK,2010,52.3901366083167,-128.26121120649,1005
TURN CREEK,2010,53.2243571612755,-129.30254081048,1901
TURTLE CREEK,2010,53.3211606745329,-129.279866304512,1903
TYLER CREEK,2010,52.8475698140021,-128.781519271162,1854
AALTANHASH RIVER,2010,53.146559906844,-128.477472973342,1023
ANDERSON CREEK,2010,54.0151181797292,-128.682019811456,1077
ANGLER COVE CREEK,2010,53.3170461913762,-128.883592058261,1027
ARNOUP CREEK,2010,52.9720681547635,-128.67669416127,1850
BIG BAY CREEK,2010,52.7887187395673,-127.993456375527,1012
BIG CREEK,2010,52.759867117172,-127.885509817499,1011
BIG TILLHORN CREEK,2010,53.5807342422235,-129.179397129091,1910
BISH CREEK,2010,53.9231459269673,-128.738164914189,1080
BOLIN BAY CREEK,2010,52.8373412210321,-128.225157577342,1016
BRIM RIVER,2010,53.5118273073412,-128.365565958899,1036
CANOONA RIVER,2010,53.0733255516754,-128.568263090691,1838
CARTER RIVER,2010,52.8391798523202,-128.375394618213,1017
CHIST CREEK,2010,54.2530850729024,-128.496542520036,1072
CRAB RIVER,2010,53.5666170047312,-128.764504232105,1038
DALA RIVER,2010,53.8484527502283,-128.514099126165,1045
DUTHIE CREEK,2010,52.7787463818556,-128.279702941745,1836
EAGLE BAY CREEK,2010,53.7992123003166,-128.708890821401,1042
EAST ARM CREEK,2010,53.1582184238227,-128.893460666827,1871
EVELYN CREEK,2010,53.5842848283357,-128.955547923093,1906
FIFER COVE CREEK,2010,52.8561720553342,-128.681348796045,1845
FISHTRAP BAY CREEK,2010,53.5578201622009,-129.021062444687,1908
FOCH RIVER,2010,53.8323824989254,-129.09278167809,1083
GOAT RIVER,2010,53.360762295905,-128.846703575676,1028
GREEN RIVER,2010,52.996198934554,-128.37825705121,1018
GREEN RIVER,2010,52.3305207356973,-127.454150883794,1799
GRIBBLE ISLAND CREEK,2010,53.3573284909091,-129.138339380643,1904
HAWKSBURY ISLAND CREEK,2010,53.4924759953909,-129.102889287723,3553
HIRSCH CREEK,2010,54.0902379850358,-128.642465542537,1054
HOTSPRING CREEK,2010,53.4494549833739,-128.553045492751,1037
HUGH CREEK,2010,53.7266958262585,-128.77650488061,1041
HUMPHRYS CREEK,2010,54.1832290177095,-128.572427131685,1068
JAMES BAY CREEK,2010,52.7188332210951,-128.224110509928,1833
KAINET CREEK,2010,52.7564471011966,-127.877191244144,1010
KEMANO RIVER,2010,53.483939419048,-128.124810984649,1034
KHUTZE RIVER,2010,53.0852436775182,-128.412168857154,1021
KIHESS CREEK,2010,53.6610397111103,-129.194900015676,1084
KILTUISH RIVER,2010,53.3218597399907,-128.466639337559,1030
KITKIATA CREEK,2010,53.6385528604189,-129.272319609175,1085
KLEKANE RIVER,2010,53.2463705696629,-128.686110204928,1026
KORICH CREEK,2010,52.8321015613233,-128.123243483674,1013
LARD CREEK,2010,52.735383539551,-127.825586413584,1009
LEE CREEK,2010,52.5129505194377,-127.832028677145,992
LITTLE TILLHORN CREEK,2010,53.5517444603557,-129.168315670656,1909
LITTLE WEDEENE RIVER,2010,54.1217655136711,-128.618587494703,1057
MARMOT COVE CREEK,2010,53.1722511281066,-128.629282124049,1024
MUSSEL RIVER,2010,52.9205763158124,-128.032495939088,1015
NIAS CREEK,2010,52.9233220941439,-128.743834226502,1852
PARIL RIVER,2010,53.4884310234706,-128.765916896797,1029
QUAAL RIVER,2010,53.6481948693458,-129.303406745887,1086
QUARTCHA CREEK,2010,52.5153859812471,-127.841548809298,993
RIORDAN CREEK,2010,53.4336903499642,-128.958473230685,1905
ROSCOE CREEK,2010,52.4751833412301,-127.743248965801,991
SCOW BAY CREEK,2010,53.2241635564665,-128.662550075594,1025
SODA CREEK,2010,52.8343916393975,-128.549082681687,1839
VERNEY PASSAGE CREEK,2010,53.5684461855044,-128.997465435609,1907
WAHOO CREEK,2010,53.4920814609271,-128.119188266933,1035
WATHL CREEK,2010,53.9788698283877,-128.651582105229,1046
WEEWANIE CREEK,2010,53.6908940454927,-128.78612877621,1040
WEST ARM CREEK,2010,53.1377681213758,-128.977444734323,1870
WHALEN CREEK,2010,53.2463199253633,-129.071472254647,1872
WINDY BAY CREEK,2010,52.7753368358132,-128.203339034235,1837
HOTSPRING CREEK,2010,54.3652173450191,-128.549869125966,512
CANYON CREEK,2010,54.8235751243978,-127.150819583464,553
GREEN RIVER,2010,50.3020300863252,-122.722018795587,201
CHAMISS CREEK,2011,50.0791703907892,-127.288900630707,1422
BISH CREEK,2011,50.5126071128819,-127.734111659177,1474
ANDERSON CREEK,2011,49.6404758319326,-123.987583453276,2615
LEE CREEK,2011,51.009163461574,-127.194214450817,439
BARNARD CREEK,2011,53.0529948883172,-129.119624635793,1869
BLOOMFIELD CREEK,2011,52.8570636052279,-128.682263296488,1844
BULLOCK CHANNEL #2 CREEK,2011,52.402679642461,-128.077143469078,2689
CHAMISS CREEK,2011,52.4879954870416,-128.10812921497,998
CLATSE CREEK,2011,52.3357190521707,-127.837934677419,989
CRANE BAY CREEK,2011,53.2329180805699,-129.293656848506,1902
FANNIE COVE LEFT HAND CREEK,2011,52.0439113325627,-128.068542026954,2687
GIL CREEK,2011,53.1057048623277,-129.207811740518,1897
GOAT BUSHU CREEK,2011,52.2085015367676,-127.883158980877,987
HARTLEY BAY CREEK,2011,53.4259597044761,-129.252727408202,1090
KISKOSH CREEK,2011,53.5766823473423,-129.349232370604,1087
KITASU CREEK,2011,52.5879578346521,-128.523423684647,1820
KUNSOOT RIVER,2011,52.1475296920446,-128.003274261342,1801
LITTLE CREEK,2011,52.6890937836426,-128.582315360237,1840
NEEKAS CREEK,2011,52.4738829818417,-128.161432177233,999
POWLES CREEK,2011,52.7028815428567,-128.742462055279,1842
PYNE CREEK,2011,52.8486123278588,-128.813083095686,1855
SALMON BAY CREEK,2011,52.4823840845309,-128.195756747822,1007
TURN CREEK,2011,53.2243571612755,-129.30254081048,1901
TURTLE CREEK,2011,53.3211606745329,-129.279866304512,1903
TYLER CREEK,2011,52.8475698140021,-128.781519271162,1854
AALTANHASH RIVER,2011,53.146559906844,-128.477472973342,1023
ANDERSON CREEK,2011,54.0151181797292,-128.682019811456,1077
ANGLER COVE CREEK,2011,53.3170461913762,-128.883592058261,1027
ARNOUP CREEK,2011,52.9720681547635,-128.67669416127,1850
BIG BAY CREEK,2011,52.7887187395673,-127.993456375527,1012
BIG TILLHORN CREEK,2011,53.5807342422235,-129.179397129091,1910
BISH CREEK,2011,53.9231459269673,-128.738164914189,1080
BRIM RIVER,2011,53.5118273073412,-128.365565958899,1036
CANOONA RIVER,2011,53.0733255516754,-128.568263090691,1838
CARTER RIVER,2011,52.8391798523202,-128.375394618213,1017
CHIST CREEK,2011,54.2530850729024,-128.496542520036,1072
CRAB RIVER,2011,53.5666170047312,-128.764504232105,1038
DALA RIVER,2011,53.8484527502283,-128.514099126165,1045
EAGLE BAY CREEK,2011,53.7992123003166,-128.708890821401,1042
EAST ARM CREEK,2011,53.1582184238227,-128.893460666827,1871
EMSLEY CREEK,2011,53.9023663550384,-128.794882557711,1081
EVELYN CREEK,2011,53.5842848283357,-128.955547923093,1906
FIFER COVE CREEK,2011,52.8561720553342,-128.681348796045,1845
FOCH RIVER,2011,53.8323824989254,-129.09278167809,1083
GREEN RIVER,2011,52.996198934554,-128.37825705121,1018
GREEN RIVER,2011,52.3305207356973,-127.454150883794,1799
GRIBBLE ISLAND CREEK,2011,53.3573284909091,-129.138339380643,1904
HAWKSBURY ISLAND CREEK,2011,53.4924759953909,-129.102889287723,3553
HIRSCH CREEK,2011,54.0902379850358,-128.642465542537,1054
HOTSPRING CREEK,2011,53.4494549833739,-128.553045492751,1037
HUGH CREEK,2011,53.7266958262585,-128.77650488061,1041
HUMPHRYS CREEK,2011,54.1832290177095,-128.572427131685,1068
JAMES BAY CREEK,2011,52.7188332210951,-128.224110509928,1833
KAINET CREEK,2011,52.7564471011966,-127.877191244144,1010
KEMANO RIVER,2011,53.483939419048,-128.124810984649,1034
KHUTZE RIVER,2011,53.0852436775182,-128.412168857154,1021
KIHESS CREEK,2011,53.6610397111103,-129.194900015676,1084
KILTUISH RIVER,2011,53.3218597399907,-128.466639337559,1030
KITKIATA CREEK,2011,53.6385528604189,-129.272319609175,1085
KLEKANE RIVER,2011,53.2463705696629,-128.686110204928,1026
KORICH CREEK,2011,52.8321015613233,-128.123243483674,1013
LARD CREEK,2011,52.735383539551,-127.825586413584,1009
LEE CREEK,2011,52.5129505194377,-127.832028677145,992
LITTLE TILLHORN CREEK,2011,53.5517444603557,-129.168315670656,1909
LITTLE WEDEENE RIVER,2011,54.1217655136711,-128.618587494703,1057
MUSSEL RIVER,2011,52.9205763158124,-128.032495939088,1015
POISON COVE CREEK,2011,52.900991970915904,-128.021454508538,1014
QUAAL RIVER,2011,53.6481948693458,-129.303406745887,1086
QUARTCHA CREEK,2011,52.5153859812471,-127.841548809298,993
RIORDAN CREEK,2011,53.4336903499642,-128.958473230685,1905
ROSCOE CREEK,2011,52.4751833412301,-127.743248965801,991
SCOW BAY CREEK,2011,53.2241635564665,-128.662550075594,1025
SODA CREEK,2011,52.8343916393975,-128.549082681687,1839
VERNEY PASSAGE CREEK,2011,53.5684461855044,-128.997465435609,1907
WAHOO CREEK,2011,53.4920814609271,-128.119188266933,1035
WATHL CREEK,2011,53.9788698283877,-128.651582105229,1046
WEEWANIE CREEK,2011,53.6908940454927,-128.78612877621,1040
WEST ARM CREEK,2011,53.1377681213758,-128.977444734323,1870
WHALEN CREEK,2011,53.2463199253633,-129.071472254647,1872
HOTSPRING CREEK,2011,54.3652173450191,-128.549869125966,512
GREEN RIVER,2011,50.3020300863252,-122.722018795587,201
CHAMISS CREEK,2012,50.0791703907892,-127.288900630707,1422
EAGLE CREEK,2012,49.3536173530067,-123.268250064664,701
WINDY BAY CREEK,2012,52.692608357982,-131.458063293533,1709
BISH CREEK,2012,50.5126071128819,-127.734111659177,1474
ANDERSON CREEK,2012,49.6404758319326,-123.987583453276,2615
DOME CREEK,2012,53.7548562980069,-121.022675567587,163
GOAT RIVER,2012,53.5326806466537,-120.559712746848,169
LEE CREEK,2012,51.009163461574,-127.194214450817,439
BARNARD CREEK,2012,53.0529948883172,-129.119624635793,1869
BLOOMFIELD CREEK,2012,52.8570636052279,-128.682263296488,1844
BORROWMAN CREEK,2012,52.7373630008722,-129.263418725261,1890
BULLOCK CHANNEL #2 CREEK,2012,52.402679642461,-128.077143469078,2689
CANYON CREEK,2012,52.6643453512386,-128.215620939465,1834
CHAMISS CREEK,2012,52.4879954870416,-128.10812921497,998
CLATSE CREEK,2012,52.3357190521707,-127.837934677419,989
CRANE BAY CREEK,2012,53.2329180805699,-129.293656848506,1902
EAGLE CREEK,2012,52.6753799996009,-129.175073338797,1887
FLUX CREEK,2012,52.6066092054173,-129.122995973677,1883
FURY CREEK,2012,52.6666795252643,-129.016829385249,1875
GIL CREEK,2012,53.1057048623277,-129.207811740518,1897
GOAT BUSHU CREEK,2012,52.2085015367676,-127.883158980877,987
HARTLEY BAY CREEK,2012,53.4259597044761,-129.252727408202,1090
HIRD POINT CREEK,2012,52.5692822173898,-128.232015366148,1008
KISKOSH CREEK,2012,53.5766823473423,-129.349232370604,1087
KITASU CREEK,2012,52.5879578346521,-128.523423684647,1820
KUNSOOT RIVER,2012,52.1475296920446,-128.003274261342,1801
KWAKUSDIS RIVER,2012,52.301114999117,-128.118809734568,1813
LADEKIN CREEK,2012,53.1976675079654,-129.061990721423,429
LIMESTONE CREEK,2012,52.6926912787992,-129.061419896283,1874
NEEKAS CREEK,2012,52.4738829818417,-128.161432177233,999
PYNE CREEK,2012,52.8486123278588,-128.813083095686,1855
TURN CREEK,2012,53.2243571612755,-129.30254081048,1901
TURTLE CREEK,2012,53.3211606745329,-129.279866304512,1903
TYLER CREEK,2012,52.8475698140021,-128.781519271162,1854
AALTANHASH RIVER,2012,53.146559906844,-128.477472973342,1023
ANDERSON CREEK,2012,54.0151181797292,-128.682019811456,1077
ANGLER COVE CREEK,2012,53.3170461913762,-128.883592058261,1027
ARNOUP CREEK,2012,52.9720681547635,-128.67669416127,1850
BIG BAY CREEK,2012,52.7887187395673,-127.993456375527,1012
BIG CREEK,2012,52.759867117172,-127.885509817499,1011
BIG TILLHORN CREEK,2012,53.5807342422235,-129.179397129091,1910
BISH CREEK,2012,53.9231459269673,-128.738164914189,1080
BOLIN BAY CREEK,2012,52.8373412210321,-128.225157577342,1016
BRIM RIVER,2012,53.5118273073412,-128.365565958899,1036
CANOONA RIVER,2012,53.0733255516754,-128.568263090691,1838
CARTER RIVER,2012,52.8391798523202,-128.375394618213,1017
CHIST CREEK,2012,54.2530850729024,-128.496542520036,1072
CRAB RIVER,2012,53.5666170047312,-128.764504232105,1038
DALA RIVER,2012,53.8484527502283,-128.514099126165,1045
DOME CREEK,2012,53.1429423421042,-128.475081397695,1022
DUTHIE CREEK,2012,52.7787463818556,-128.279702941745,1836
EAGLE BAY CREEK,2012,53.7992123003166,-128.708890821401,1042
EAST ARM CREEK,2012,53.1582184238227,-128.893460666827,1871
EVELYN CREEK,2012,53.5842848283357,-128.955547923093,1906
FIFER COVE CREEK,2012,52.8561720553342,-128.681348796045,1845
FOCH RIVER,2012,53.8323824989254,-129.09278167809,1083
GOAT RIVER,2012,53.360762295905,-128.846703575676,1028
GREEN RIVER,2012,52.996198934554,-128.37825705121,1018
GREEN RIVER,2012,52.3305207356973,-127.454150883794,1799
GRIBBLE ISLAND CREEK,2012,53.3573284909091,-129.138339380643,1904
HAWKSBURY ISLAND CREEK,2012,53.4924759953909,-129.102889287723,3553
HIRSCH CREEK,2012,54.0902379850358,-128.642465542537,1054
HOTSPRING CREEK,2012,53.4494549833739,-128.553045492751,1037
HUGH CREEK,2012,53.7266958262585,-128.77650488061,1041
HUMPHRYS CREEK,2012,54.1832290177095,-128.572427131685,1068
JAMES BAY CREEK,2012,52.7188332210951,-128.224110509928,1833
KAINET CREEK,2012,52.7564471011966,-127.877191244144,1010
KEMANO RIVER,2012,53.483939419048,-128.124810984649,1034
KHUTZE RIVER,2012,53.0852436775182,-128.412168857154,1021
KIHESS CREEK,2012,53.6610397111103,-129.194900015676,1084
KILTUISH RIVER,2012,53.3218597399907,-128.466639337559,1030
KITKIATA CREEK,2012,53.6385528604189,-129.272319609175,1085
KLEKANE RIVER,2012,53.2463705696629,-128.686110204928,1026
KORICH CREEK,2012,52.8321015613233,-128.123243483674,1013
LARD CREEK,2012,52.735383539551,-127.825586413584,1009
LEE CREEK,2012,52.5129505194377,-127.832028677145,992
LITTLE TILLHORN CREEK,2012,53.5517444603557,-129.168315670656,1909
LITTLE WEDEENE RIVER,2012,54.1217655136711,-128.618587494703,1057
MARMOT COVE CREEK,2012,53.1722511281066,-128.629282124049,1024
MARSHALL CREEK,2012,53.0870179085439,-128.510432397968,1020
MUSSEL RIVER,2012,52.9205763158124,-128.032495939088,1015
NIAS CREEK,2012,52.9233220941439,-128.743834226502,1852
